Life expectancy ,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Diphtheria , HIV/AIDS,GDP,Population,Schooling
69.9,6.68,332.2751709,96,1,55.7,0,97,97,0.1,3572.8513,233717,14.2
71,7.13,291.0170765,95,0,55.4,0,96,96,0.1,3352.731296,236755,13.7
74.9,,0,81,39,66.1,1,75,81,0.1,846.632851,5851479,13.3
74.8,1.32,140.3771361,81,112,65.4,1,75,81,0.1,8161.4614,563279,13.3
74.9,1.29,14.55610463,81,1761,64.9,1,75,81,0.1,846.285153,527612,13.3
75,1.53,151.1526829,81,9,64.4,1,75,81,0.1,8787.94668,491644,13.3
75,1.57,835.0626827,81,9,64,1,75,81,0.1,8734.9653,4588368,13.2
74.9,1.58,805.3956346,81,12,63.5,1,75,81,0.1,8763.826274,4337141,13.3
74.7,1.62,8.140373615,81,22,63,1,75,81,0.1,84.268878,4183156,13.2
74.5,1.67,69.13924862,81,24,62.5,1,75,81,0.1,712.775759,411147,13.1
74.4,1.72,8.906931168,8,373,61.9,1,75,8,0.1,614.271115,486466,12.9
74.1,1.82,534.5795695,78,956,61.4,1,75,78,0.1,5372.65899,45735,13.2
73.9,1.94,630.0540723,77,618,6.8,1,74,77,0.1,5339.441291,3986852,13.7
73.7,2.1,618.3614858,75,213,6.2,1,74,75,0.1,5424.22356,3863267,14.2
73.5,2.19,527.9176618,74,526,59.7,1,74,74,0.1,5425.6697,371464,14.8
73.2,1.98,70.13207838,77,36,59.1,1,77,77,0.1,5436.595223,3522837,15.2
73,2.19,510.6035166,8,8,58.6,1,8,8,0.1,5253.122599,3359859,15
72.7,2.26,404.3879434,83,5,57.9,1,83,83,0.1,5334.93329,3235366,14.9
53.7,,0,93,0,32.6,6,9,93,9.3,173.82893,2174645,10.7
52.1,0.01,162.1278115,93,0,32,6,9,93,9.4,1174.839214,2145785,10.8
52.1,0.01,153.3443147,93,516,31.4,6,9,93,9.6,1196.1335,2117361,11.1
52.2,0.01,168.1348992,95,179,3.8,6,93,95,9,1281.516,289928,11
52.3,2.39,195.825251,96,172,3.2,6,95,96,10.5,1352.38433,264166,11
51.1,2.71,154.8705998,93,2488,29.7,6,92,93,13.4,1173.26212,24551,10.9
49.4,2.75,104.3144732,91,0,29.2,6,89,91,18.2,923.136931,21929,10.8
47.8,2.75,91.85432774,88,0,28.8,6,86,88,27.3,934.428563,199993,10.7
46.2,2.69,9.18432717,9,2,28.3,6,87,88,30,918.432717,1982287,10.6
45.3,2.61,71.15577609,91,1,27.9,6,88,89,34.1,915.775754,1965662,10.7
44.5,2.67,57.90369752,87,0,27.4,6,88,89,34.8,862.9463118,1949543,10.7
44.8,1.8,67.91361818,6,31,26.9,7,89,9,34.6,781.5145936,1933728,10.7
45.5,1.99,5.300902041,17,1,26.4,7,9,9,33.8,63.636279,191897,10.5
46.4,2.95,3.53457351,,0,25.9,7,84,84,32.5,47.89395,192312,10.4
47.8,2.86,38.57187011,,217,25.4,7,78,78,31.2,437.819184,1885955,10.3
49.3,3.1,29.86616464,,660,24.9,7,82,83,29.8,474.8197876,1868699,9.6
61.4,,0,52,1060,27.3,11,52,52,0.9,452.38717,4499621,9.9
58.1,0.01,54.37396957,5,34,26.7,11,49,5,0.9,458.4651734,439737,9.9
61.1,0.01,45.04892458,76,0,26.1,11,75,76,1.1,454.1222236,4286291,9.8
67,0.01,48.09891474,8,43,25.6,12,8,8,1.2,415.361958,4181563,9.6
62,3.72,60.44658161,77,279,25,12,77,77,1.5,379.689583,47167,9.5
59.7,3.64,41.91052416,47,2200,24.5,13,71,7,1.8,327.42597,3948125,9.6
59.2,3.75,5.592170255,64,6,24,13,84,81,2.1,33.667491,3811528,9.7
58.6,3.88,40.03344077,64,1,23.4,14,79,75,2.4,232.61732,3662993,9.8
57.9,4.03,3.686899287,,1,22.9,14,67,65,2.8,21.3733292,3512932,9.9
56.7,4.05,15.79934152,,20,22.4,15,66,6,3,178.92799,3375838,10
55.3,4.19,22.39648813,,8,22,16,66,6,3.1,168.648254,326123,10.1
54,4.24,17.85870796,,4,21.5,17,47,31,3.2,149.4452549,3176414,10.2
50,4.21,9.758449266,,142,21.1,18,49,35,3.2,133.494518,3116233,10.3
56,4.27,10.424369,,131,2.7,19,51,39,3.1,177.285187,362863,10.4
51.5,4.4,16.72142854,,1379,2.4,20,54,42,3.1,174.1815473,2991132,10.5
51.9,4.46,12.19709744,,5977,2.2,20,56,46,3.1,183.4149991,2884522,8.7
72.7,,0,97,82,64.8,2,97,97,0.1,,,13.4
72.4,0.01,0,94,372,63.8,2,94,94,0.1,,,13.4
72.9,0.01,0,96,0,62.8,2,96,96,0.1,,,13.4
72.9,0.01,0,98,320,61.8,2,98,98,0.1,,,13.7
71.3,0.01,36.11567366,98,0,6.9,2,98,98,0.1,562.549434,,14
72.8,0.01,52.50394196,98,0,59.9,2,98,98,0.1,1212.56217,,14.3
72.7,0.01,63.55170297,98,329,59,2,98,98,0.1,1296.97353,,14.6
72.6,0.01,532.6700005,98,8,58.2,2,98,98,0.1,14396.4865,,14.8
72.5,0.01,54.8789106,98,59,57.4,3,98,98,0.1,1138.56661,,15.1
72.2,0.01,493.415341,98,1,56.7,3,98,98,0.1,9344.987518,,15.4
71.9,0.01,472.3047034,97,292,56,3,98,98,0.1,8171.361651,,15.7
71.5,0.01,31.80653288,99,2771,55.3,3,97,97,0.1,586.8364,,15.9
71.3,0.01,295.1166511,96,0,54.6,3,95,95,0.1,4676.96753,,16
71.1,0.01,29.13434871,91,3890,54,3,93,93,0.1,375.442638,,15.8
71,0.01,362.3817951,93,633,53.4,3,94,94,0.1,6269.58123,,15.7
78,0.01,457.3202236,92,0,52.8,3,94,94,0.1,7145.628494,,15.5
73.6,,0,94,50,62.4,0,93,93,0.1,14252.42853,29491,16.5
73.4,15.19,2211.744178,94,11,61.9,0,93,93,0.1,16554.97139,2932367,16.5
73,15.04,1968.816817,93,35,61.4,0,93,93,0.1,15712.82376,2957689,16.4
73,15.14,1807.071336,93,0,6.9,0,93,93,0.1,14341.836,2987773,16.5
72.8,12.66,1758.822757,95,7,6.5,0,92,92,0.1,14357.73679,328115,16.7
72.4,12.9,1423.802386,94,2,6,0,95,95,0.1,11984.86857,397282,16.8
72.2,12.4,1446.529217,95,0,59.7,0,98,98,0.1,11837.3913,3162916,16.6
71.1,13.3,1888.149904,96,1,59.3,0,96,96,0.1,14961.56818,3198231,16.5
72,13.4,1581.511914,96,0,59,0,95,95,0.1,12297.91535,3231294,16.4
76,12.7,116.504961,95,1,58.7,0,94,94,0.1,924.642548,326999,16.4
78,12.3,913.699529,95,1,58.4,0,93,94,0.1,7863.1629,3322528,16.2
71.6,12.1,76.36187737,94,1,58.1,0,9,94,0.1,676.966998,337775,16.3
71.6,11.29,80.99710054,95,1,57.8,0,91,94,0.1,555.535669,3415213,15.8
71.4,11,561.9168642,94,103,57.5,0,97,95,0.1,4146.987928,344367,15.3
71.2,10.2,42.87208671,95,7,57.2,0,97,95,0.1,353.147337,347818,14.7
71.6,9.87,373.2605532,98,19,56.9,0,92,94,0.1,3297.35471,3499536,14
82,,0,94,0,61.3,0,99,99,0.1,1199.8223,56964,13.9
81.7,11.12,16255.16198,94,0,6.9,0,99,99,0.1,119172.7418,556319,13.9
81.4,11.02,15515.75234,94,0,6.5,0,99,99,0.1,113751.85,54336,13.9
81.1,11.34,2284.58215,94,2,6.1,0,99,99,0.1,16749.136,53946,13.9
88,11.5,17028.52798,95,6,59.6,0,96,99,0.1,115761.577,518347,13.9
86,11.36,2267.252192,94,0,59.2,0,96,99,0.1,14965.361,56953,13.7
83,11.42,2052.393076,95,0,58.8,0,96,99,0.1,13198.6693,497783,13.5
80,11.53,18961.3486,94,1,58.4,0,96,99,0.1,114293.8433,48865,13.5
79.7,11.75,267.051312,87,0,57.9,0,96,99,0.1,1618.4928,479993,13.5
79.4,11.98,15345.4907,95,8,57.5,0,99,99,0.1,89739.7117,472637,13.5
78.8,11.84,1346.246697,95,0,57,0,99,99,0.1,8289.69641,465158,13.5
78.7,12.42,12372.05188,94,0,56.4,0,99,99,0.1,75716.3518,45895,13.5
78.6,12.61,10111.38928,95,1,55.8,0,99,98,0.1,65445.8853,45163,13.6
78.3,12.91,910.5062778,95,0,55.2,0,99,99,0.1,5293.64115,446175,13.5
78,12.89,7877.33656,86,0,54.6,0,99,99,0.1,48179.4285,441525,13.4
77.8,13.14,8246.130437,77,0,54,0,99,99,0.1,48735.99549,4363,13.5
65.5,,0,69,3,2.5,38,71,69,0.3,41.8575951,2423488,10.3
65.1,0.01,5.339065673,73,3,2,39,73,73,0.3,452.4631926,2358981,10.3
64.7,0.87,79.50882493,74,6,19.5,40,73,74,0.4,461.723722,22961146,10.3
64.3,0.87,59.97914461,7,2,19,42,71,7,0.4,443.9611,22346573,10.2
63.8,0.97,78.79967196,73,0,18.5,43,73,73,0.4,454.963464,21743949,10.2
63.3,1.03,76.60442169,7,1,18,45,7,7,0.5,412.739341,2115164,10.2
62.8,0.91,71.16601203,77,0,17.6,47,76,77,0.5,415.6893226,2569121,9.7
62.3,0.68,6.448762615,77,3,17.1,49,77,77,0.5,47.733254,19996469,9.4
61.9,0.71,55.43034455,84,0,16.7,51,83,84,0.6,377.8482928,19433523,9.1
61.4,0.68,38.41870375,82,2,16.3,54,83,85,0.6,292.157443,1888268,9
69,0.72,33.74786198,81,0,15.8,56,8,85,0.6,274.819723,18336724,8.9
64,0.81,23.72796328,71,35558,15.4,58,74,78,0.6,245.1235876,1782997,8.7
59.9,0.93,37.12894787,61,62233,15,60,65,66,0.7,316.7998965,17279141,8.5
59.3,0.9,47.5262138,51,10795,14.7,63,61,62,0.7,262.2859481,16765117,8.3
58.7,1.05,42.56331585,,9357,14.3,65,6,6,0.7,278.555732,1626932,8.2
57.9,1.16,35.66125056,,35256,13.9,68,58,57,0.6,245.939659,1576686,8
58.3,,0,88,0,19.6,38,88,88,4.8,362.6575444,1757367,10.8
57.6,0.01,59.48744893,91,3,19.2,40,87,91,5.1,354.7253961,1768838,10.7
56.7,0.01,55.83107625,89,1,18.8,42,89,89,6.3,332.922339,16577147,10.7
55.3,0.01,82.76865922,96,11,18.4,46,95,96,8.3,374.51882,169735,10.7
54.1,1.23,13.77617463,97,26,18,50,97,97,11.2,512.125451,15627618,10.6
52.9,1.08,9.728005297,93,118712,17.6,54,86,93,13.7,458.8681744,1516795,10.2
51.5,1.16,7.915071248,93,21,17.3,56,93,93,14.9,42.7379657,1471462,9.9
50,1.27,74.34482999,91,20,16.9,58,92,91,16.9,372.842678,14271234,9.6
48.5,1.18,4.269511381,87,143,16.6,59,88,87,19.3,32.2227274,1384969,9.7
47.1,1.18,6.847033785,99,1,16.2,61,99,99,21.1,297.6971211,13429262,9.6
46,1.04,5.670640102,93,184,15.9,62,94,93,22.4,28.3673842,1339711,9.7
45.1,1.11,58.13583343,89,1116,15.5,65,94,89,23.4,274.2256294,1267638,10
44.6,1.08,4.375316094,84,167,15.2,70,85,84,24.2,26.152517,12336687,10.3
44,1.1,3.885394742,64,92,14.8,75,79,64,24.7,29.9798977,1213711,10.4
43.5,1.15,12.79760626,,150,14.4,80,86,9,25.1,146.7615397,11695863,10.1
43.1,1.18,13.76270195,,304,14.1,84,73,75,25.5,153.2594872,11376172,10.7
75,,0,99,1318,4.6,4,99,99,0.1,9643.644683,3723155,13.1
74.8,0.52,721.3655432,96,221,39.5,4,97,97,0.1,11183.96191,322817,13
74.6,0.53,110.6779711,96,195,38.5,4,97,97,0.1,1882.27842,2976724,12.9
74.5,0.53,101.609245,97,1868,37.4,4,97,97,0.1,1779.49641,2917456,12.9
74.3,0.51,9.23002632,96,1569,36.3,4,96,96,0.1,145.1262,28635128,13
74.1,0.49,65.56659662,96,73,35.3,4,96,96,0.1,971.356987,28112289,12.8
74,0.47,431.5452472,96,153,34.4,4,97,97,0.1,7326.744435,2765383,12.6
73.8,0.47,438.4519214,97,334,33.4,4,97,97,0.1,8513.629541,2711169,12.5
73.7,0.43,409.9812523,96,394,32.5,4,97,97,0.1,7269.17114,26625845,12.3
73.6,0.42,365.9113978,95,564,31.6,4,95,95,0.1,6222.982955,26143566,12.7
73.4,0.46,297.5913833,96,1407,3.7,4,96,96,0.1,5593.822995,25659393,12.9
73.2,0.49,315.6639322,94,5729,29.8,4,95,95,0.1,4955.477743,2517419,12.7
73.1,0.48,264.2496129,95,632,28.8,4,96,96,0.1,4463.675893,2468873,12.1
72.9,0.49,216.7029481,95,408,27.9,4,94,94,0.1,4167.364387,24198811,12
72.7,0.53,210.2417002,95,2198,27,5,95,96,0.1,3915.11546,2369897,11.9
72.4,0.54,23.37167228,97,6187,26,5,98,98,0.1,445.17471,2318568,11.6
78.5,,0,99,0,27.4,0,99,99,0.1,8395.785198,49163,12.7
78.2,0.01,2051.748615,99,0,26.2,0,99,99,0.1,7716.2415,41,12.7
77.9,0.01,1626.591186,99,0,25.1,0,99,99,0.1,7112.33575,393,12.4
77.6,0.01,1259.940376,99,0,24.1,0,99,99,0.1,6541.7465,385,12.1
77.3,1.92,1079.893546,96,0,23.1,0,96,96,0.1,6497.55443,377,11.8
76.7,1.83,91.13971812,97,0,22.1,0,97,96,0.1,633.79498,367,11.6
76.3,1.59,100.503021,98,6,21.2,0,98,98,0.1,597.1659,36,11.8
75.9,1.76,1077.712092,98,0,2.3,0,98,98,0.1,5828.621374,362,11.8
75.4,1.78,6.491488598,98,20,19.5,0,98,98,0.1,52.862285,349,11.9
75,1.62,659.8499118,98,47,18.7,0,98,98,0.1,4428.522898,333,12
74.3,1.47,620.9518909,98,1395,18,0,98,98,0.1,3488.493769,321,12.1
73.4,1.6,611.9093566,97,37,17.3,0,96,96,0.1,3853.33348,312,12.2
72.7,1.75,491.4978908,98,75,16.7,0,98,98,0.1,3432.247841,34,11.8
71.8,1.95,4.299053392,98,926,16.2,0,98,98,0.1,32.37239,297,12
78,1.98,41.30688803,98,0,15.6,0,97,98,0.1,298.67598,292,11.8
69.6,1.83,300.1621026,96,20,15.2,0,98,98,0.1,2182.99711,286,11.3
58.2,,0,64,215,23.8,84,66,64,1.5,729.725338,1746795,8.4
57.8,0.01,46.56231672,73,290,23.2,85,74,73,1.6,825.5729915,16962846,8.2
57.3,0.01,36.86104319,69,221,22.5,86,7,69,1.6,777.659139,16477818,8
57.2,0.01,96.5465827,66,341,21.9,88,72,66,1.5,777.3476868,16667,7.7
56.8,0.61,101.8113996,66,24,21.3,90,72,66,1.5,835.88998,1554989,7.5
56.5,0.6,9.585584394,72,1719,2.7,91,77,73,1.5,78.377632,157585,7.3
56,0.59,84.63438925,71,2939,2.2,93,77,73,1.6,697.153124,1466597,7.1
55.5,0.57,102.1413744,74,98,19.6,94,74,74,1.6,689.6784228,14138216,5.8
55,0.55,81.8405007,74,2,19,96,76,74,1.7,595.6368319,1367566,6.4
54.3,0.53,67.70920683,9,128,18.5,98,79,78,1.8,521.6425796,1322764,6.1
53.6,0.55,60.21211141,83,33,18,101,78,77,1.9,487.942556,12798763,5.8
52.8,0.49,57.11644801,73,172,17.5,103,7,69,2,439.3572924,1239196,5.5
52,0.54,6.660451777,79,232,17,106,67,63,2.2,391.791281,125128,5.2
51.2,0.53,3.67646576,,717,16.5,108,65,61,2.3,334.22416,11638929,4.9
55,0.51,4.395885717,,4464,16.1,110,56,49,2.4,36.8473237,11293258,4.6
49.8,0.47,23.94507124,,1578,15.6,111,53,43,2.5,269.3483829,196769,4.4
81.7,,0,95,2,69.6,0,97,97,0.1,23819.4636,431874,14.6
81.4,8.49,409.6000248,9,0,69.2,0,99,99,0.1,2618.92599,427364,14.3
81.1,8.58,374.2947283,94,0,68.8,0,99,99,0.1,2393.1888,423374,14.2
81,7.67,343.123395,93,0,68.4,0,99,99,0.1,2193.8836,419455,14.1
87,6.91,3601.287457,82,3,68,0,96,96,0.1,22821.847,416268,14.8
83,7.91,278.0687051,75,0,67.6,0,76,76,0.1,2187.79469,41458,14.6
82,7.38,335.5180568,86,1,67.1,0,73,73,0.1,2675.58259,412477,14.4
80,7.14,2655.573684,86,1,66.6,0,72,72,0.1,21928.767,49379,14.6
79.6,7.45,2578.888314,82,2,66.1,0,76,74,0.1,19375.5696,46724,14.4
79.3,8.84,2380.699796,86,1,65.6,0,83,85,0.1,16671.5672,4538,14.8
79,6.41,2247.035692,85,6,65,0,94,92,0.1,15835.34667,43834,14.8
78.7,6.53,203.3157499,85,4,64.5,0,89,89,0.1,1519.5497,41268,14.2
78.5,6.7,1678.392773,89,4,63.9,0,94,94,0.1,13689.98999,398582,13.8
78.2,5.73,1552.740429,,7,63.4,0,95,95,0.1,11843.9392,395969,13.8
77.8,5.62,130.0150391,,2,62.8,0,95,95,0.1,1121.78636,39328,13.7
77.5,5.59,134.3547253,,2,62.3,0,94,94,0.1,1139.5651,3987,13.8
,0.01,871.8783173,8,0,81.6,0,79,79,0.1,3617.752354,,0
63.1,,0,73,1,3.8,12,67,73,0.9,1158.256469,4182341,8.5
63,0.01,80.92679802,84,14,3.1,12,84,84,0.9,1326.66882,46392,8.5
62.7,0.01,8.88028118,8,62,29.4,12,8,8,1.1,145.57838,394617,8.2
62.5,0.01,62.48419552,8,35,28.8,12,8,8,1.2,1364.283745,383239,7.8
62.2,0.01,79.27658464,75,234,28.1,12,73,75,1.2,1393.261593,3717672,7.7
62,0.01,8.353074798,64,1292,27.4,12,52,64,1.2,123.383675,369543,7.6
61.7,0.01,11.14504291,64,322,26.8,12,63,64,1.2,146.83851,356288,7.1
61.4,0.02,61.76263795,74,4,26.1,12,73,74,1.3,1167.535689,347541,7.2
61.2,0.02,7.35400072,74,11,25.5,12,75,75,1.3,113.3128,3312665,7.4
69,0.01,55.79836969,68,22,24.8,12,68,68,1.3,944.134851,322653,7.2
66,0.01,55.12187071,42,127,24.2,12,71,71,1.3,697.7451989,31372,7.2
64,0.01,5.00378288,,5039,23.6,12,68,7,1.3,62.547286,342823,6.7
63,0.01,29.65370899,,3611,22.9,12,75,76,1.3,528.586613,2957117,6.6
62,0.02,4.113190741,,883,22.3,12,91,89,1.2,46.9542322,2873228,6.5
61,0.01,28.782245,,1398,21.7,12,75,75,1.2,464.229758,279729,6.5
60,0.03,8.594570232,,0,21.1,11,58,51,1.1,477.476124,279359,6.4
74.6,,0,97,0,33.3,0,98,97,0.1,9252.11724,126265,15.2
74.2,0.01,115.2784282,97,0,32.8,0,98,97,0.1,1153.93822,126934,14.7
74.1,0.01,917.467628,98,0,32.3,0,98,98,0.1,9637.265,1258653,14.7
73.9,0.01,915.1859205,98,0,31.8,0,98,98,0.1,9291.227619,1255882,14.3
73.6,3.03,918.807245,98,2,31.3,0,98,98,0.1,9197.26972,125244,14.1
73.3,2.95,0.108055973,99,12,3.7,0,99,99,0.2,8.376432,1254,14
72.8,2.83,624.2361828,99,15,3.2,0,99,99,0.1,7318.12641,1247429,13.8
72.7,2.49,6.6489825,99,12,29.7,0,99,99,0.1,83.635,1244121,13.6
72.9,3.24,582.5143743,97,13,29.1,0,96,97,0.1,6574.654338,123963,13.5
71.8,3.73,502.3844946,97,3,28.6,0,98,97,0.1,5695.969327,1233996,13.4
72.1,3.94,479.9234077,97,7,28,0,97,97,0.1,5116.45424,1228254,13
71.9,4.16,509.3899943,98,28,27.5,0,98,98,0.1,5229.876738,12213,12.8
71.5,4.08,407.779262,97,777,26.9,0,99,99,0.1,4623.347642,121337,12.6
71.5,4.14,369.6317105,88,0,26.4,0,88,88,0.1,3957.51296,124621,12.5
71.5,4.38,70.15536981,92,0,25.8,0,93,92,0.1,3792.182152,1196287,12.2
71,4.6,336.3213326,88,0,25.3,0,88,88,0.1,3861.32414,1186873,12.1
76.7,,0,82,0,63.5,35,87,87,0.1,9143.128494,12589949,13.3
76.6,5.26,168.173753,84,3,62.8,36,87,87,0.1,1452.27766,1242216,13.1
76.6,5.23,150.408875,82,0,62.1,37,83,83,0.1,1298.86766,122535969,12.9
76.3,5.29,112.696486,99,0,61.5,38,99,99,0.1,982.532572,1282837,12.7
76.1,5.3,1117.196097,98,3,6.8,39,97,97,0.1,9834.472689,119917,12.6
75.6,5.21,1033.039737,93,0,6.1,40,95,95,0.1,8959.581416,117318941,12.5
75.7,5.27,881.7364327,95,0,59.4,42,95,95,0.1,7748.12331,11555228,12.5
75.6,5.36,159.8772264,97,0,58.7,43,96,96,0.1,9689.52887,11366189,12.3
76,5.35,105.7476131,98,0,57.9,45,98,98,0.1,933.341687,111836346,12.3
75.8,5.11,980.2537444,98,23,57.2,47,98,98,0.1,8767.92258,1192378,12.2
75.3,4.93,998.3498049,98,6,56.4,49,98,98,0.1,7986.798439,18472228,12.2
75.4,4.9,920.8284115,98,64,55.7,52,98,98,0.1,7199.59665,16995583,12.1
75,4.88,781.2062828,98,44,54.9,55,98,98,0.1,6751.998987,1564453,11.9
75,4.77,12.1859723,97,0,54.1,58,98,97,0.1,716.8219,1435568,11.6
75,4.86,13.31109532,97,3,53.2,62,97,97,0.1,731.378864,136768,11.6
74.8,4.99,10.22840118,97,30,52.4,66,97,97,0.1,672.92113,11719673,11.4
69.4,,0,78,0,69.4,0,71,72,0.1,,,11.7
69.4,1.58,0,81,140,68.7,0,76,77,0.1,,,11.7
69.2,1.67,0,83,0,68.1,0,81,81,0.1,,,11.7
69,2.98,0,82,0,67.5,0,81,81,0.1,,,11.7
68.9,1.89,0,83,0,67,0,83,84,0.1,,,11.7
68.7,1.76,0,88,0,66.4,0,85,85,0.1,,,11.5
68.5,2.06,0,89,0,65.8,0,81,91,0.1,,,11.4
68.4,1.97,0,89,0,65.2,0,88,85,0.1,,,11.2
68.2,1.64,0,9,0,64.7,0,79,79,0.1,,,11
68,1.73,0,84,0,64.1,0,81,67,0.1,,,10.9
67.9,1.9,0,91,0,63.6,0,94,94,0.1,,,10.7
67.7,2.02,0,8,0,63.2,0,82,78,0.1,,,10.5
67.5,3.15,0,89,0,62.8,0,88,92,0.1,,,10.4
66.2,2.78,0,85,0,62.4,0,84,84,0.1,,,10.2
67.2,2.82,0,81,0,62,0,79,75,0.1,,,10.1
67,2.23,0,87,0,61.5,0,85,85,0.1,,,0
,0.01,0,99,0,,0,99,99,0.1,,,
68.8,,0,99,20359,52.7,1,99,99,0.1,3944.1839,2976877,14.8
68.4,0.01,281.0023992,99,0,51.5,1,99,99,0.1,4181.583321,2923896,14.8
68.1,0.01,241.1958645,98,0,5.4,1,98,98,0.1,4385.379355,286917,14.7
67.8,0.01,253.8285861,99,0,49.2,2,99,99,0.1,4368.82248,2814226,14.7
67.3,0.01,257.8403154,99,0,48,2,99,99,0.1,3769.595255,2761516,14.6
66.3,5.8,22.31624272,96,7,46.9,2,96,96,0.1,265.353659,271265,14.3
66.9,4.61,134.1678932,97,8,45.9,2,96,95,0.1,1717.898761,2668289,13.8
67.4,4.26,181.0123284,96,31,44.9,2,95,96,0.1,2139.625631,2628131,13.4
65.9,3.79,126.698109,98,12,43.9,2,99,95,0.1,1634.81431,259167,13
65,2.91,122.1206485,98,26,43,2,98,99,0.1,1334.651896,255812,12.7
64.5,2.75,98.68367951,98,0,42.1,2,99,99,0.1,998.8226671,2526446,11.8
64,1.75,73.24150483,98,0,41.3,2,99,99,0.1,797.8377432,2496832,11.2
64,1.31,56.05686428,98,18,4.5,2,98,98,0.1,646.561295,2469286,10.5
63.8,2.43,55.60878216,98,1205,39.8,2,98,98,0.1,571.51883,2443659,10.1
63.2,2.87,61.84921903,95,10677,39.1,3,95,95,0.1,524.145924,2419776,9.4
62.8,2.79,56.431387,93,925,38.5,3,94,94,0.1,474.2133361,2397436,8.9
76.1,,0,82,0,61.8,0,89,89,0.1,6461.192554,622159,15.1
75.9,0.01,726.0291764,87,0,61.3,0,91,91,0.1,7378.345289,62181,15.1
75.8,0.01,707.144691,9,0,6.7,0,94,94,0.1,7186.429787,62127,15.1
75.6,0.01,648.1331781,9,0,6.2,0,94,94,0.1,6586.71929,6261,15.1
75.4,6.56,666.7374371,91,5,59.7,0,95,95,0.1,7318.742449,6279,15.1
75.3,6.56,635.4849381,9,5,59.1,0,93,94,0.1,6682.281158,619428,15
75,6.45,489.6818699,87,0,58.5,0,91,92,0.1,6698.79439,618294,14.6
74.6,6.17,709.1311228,93,0,57.8,0,95,95,0.1,7325.73474,616969,14.2
74.2,4.98,678.5188944,9,0,57.2,0,92,92,0.1,5957.145693,615875,13.6
73.8,5.38,595.7306923,9,0,56.5,0,9,9,0.1,4383.59597,61525,13.2
73.6,,527.3076721,,0,55.7,0,,,0.1,3674.617924,614261,12.8
73.5,0.01,57.12190146,,0,55,0,,,0.1,338.199535,613353,12.6
73.5,0.01,495.0782963,,0,54.2,0,,,0.1,2789.1735,612267,0
73.4,0.01,36.48024032,,0,53.5,0,,,0.1,216.243274,69828,0
73.3,0.01,33.66981355,,0,52.7,0,,,0.1,199.583957,67389,0
73,0.01,274.5472605,,0,51.9,0,,,0.1,1627.42893,6495,0
74.3,,0,99,17,58.5,20,99,99,0.1,2847.285569,3483322,12.1
74.1,0.43,198.7343495,99,10,57.5,21,99,99,0.1,3154.513484,3431882,12.1
73.9,0.45,179.8598949,99,92,56.5,21,99,99,0.1,3111.762887,33824769,12.1
73.6,0.55,19.15853732,99,668,55.5,22,99,99,0.1,294.746728,33333789,11.6
73.3,0.54,22.0945504,98,982,54.6,22,98,99,0.1,339.91616,32858823,11.2
72.8,0.56,183.6592186,98,633,53.6,23,99,99,0.1,2834.2472,3249639,10.7
72.3,0.62,188.2902861,98,834,52.7,23,99,99,0.1,2861.5545,31989897,10.5
71.8,0.51,171.3658969,97,1455,51.7,24,99,99,0.1,2884.94776,31596855,10.3
71.4,0.56,157.6431445,95,2248,5.8,25,95,95,0.1,2494.353552,31225881,10
71,0.58,127.7632005,95,1217,49.9,25,97,97,0.1,2191.478567,3869346,10
77,0.47,9.469371264,96,0,49.1,26,98,98,0.1,213.755559,35217,9.8
72,0.56,100.3638322,95,6399,48.2,27,97,97,0.1,1948.812275,3179285,9.6
69.9,0.58,88.16506179,9,10841,47.3,28,91,91,0.1,1721.973863,29843937,9.3
69.5,0.46,66.72933871,92,6000,46.5,29,94,94,0.1,1413.757176,29512368,8.8
69,0.46,71.11645,84,2724,45.7,30,93,96,0.1,1336.775376,29181832,8.5
68.6,0.45,63.42140024,43,7368,44.8,32,95,95,0.1,1332.382358,28849621,8
57.6,,0,8,79,22.6,81,8,8,3.9,528.3125597,281691,9.1
56.7,0.01,54.91159475,79,9,22.2,84,79,79,4.1,623.2871141,27212382,9.1
55.3,1.16,5.813338496,78,8,21.8,87,78,78,5.1,65.985681,26434372,9.1
54.8,1.19,49.90987221,76,145,21.3,90,73,76,6.9,566.513873,2567666,9.2
54.3,0.94,40.80617976,76,177,2.9,94,73,76,9.6,526.5313517,249395,9.5
54,0.96,5.743393664,74,2321,2.5,98,73,74,10.8,419.2258149,2422145,9.3
53.8,1.18,39.75216936,74,60,2.1,101,74,74,11.3,463.852618,2352463,9.2
53.2,1.48,0.796915785,75,4,19.7,104,74,75,12.6,53.127719,22846758,8.8
52.1,1.03,53.9502789,75,267,19.3,108,75,75,14.1,422.1461573,22188387,8.2
51.2,1.2,58.59644487,75,183,18.9,113,73,78,16.3,385.7567141,21547463,7.9
58,1.23,67.33378735,75,12598,18.5,117,71,8,16.2,369.1545359,29237,7.3
54,1.54,46.58195631,76,9396,18.1,120,69,83,15.9,336.3318145,231275,7
51,1.68,42.52689559,76,28898,17.7,124,67,85,15.3,283.8911588,19716598,6.7
49.8,2.16,40.82597077,76,7155,17.3,127,76,76,14.5,262.884551,19139658,6.2
49.5,2.09,37.82511936,25,7085,16.9,132,72,73,13.4,256.4414872,18588758,5.8
